name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Ford Ecosport 1.5 DV5 MT Trend,2013.0,425000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000.0,10000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Maruti Celerio ZXI Optional AMT BSIV,2019.0,565000.0,20000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.04
Hyundai Grand i10 Nios Sportz,2019.0,695000.0,13800.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Mahindra KUV100 NXT D75 K6 Plus,2018.0,450000.0,80000.0,Diesel,Individual,Manual,First Owner,6,1198.0,77.0
Hyundai i10 Magna,2010.0,260000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Maruti Baleno Delta 1.3,2016.0,550000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Swift Dzire VDi,2011.0,320000.0,65000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Mercedes-Benz E-Class E250 CDI Avantgrade,2014.0,1825000.0,62000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,201.1
Hyundai EON Era Plus,2013.0,175000.0,50000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Hyundai Creta 1.6 VTVT SX Plus,2017.0,1100000.0,19543.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Maruti Eeco 7 Seater Standard BSIV,2011.0,180000.0,110000.0,Petrol,Individual,Manual,Second Owner,7,1196.0,73.0
Hyundai Creta 1.6 CRDi SX Option,2018.0,1135000.0,82000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2
Toyota Innova Crysta 2.4 VX MT,2017.0,1750000.0,98000.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.51
Honda BRV i-VTEC V MT,2017.0,850000.0,170000.0,Petrol,Individual,Manual,First Owner,7,1497.0,117.3
Honda CR V 2.4L 4WD AT AVN,2017.0,1750000.0,75000.0,Petrol,Dealer,Automatic,First Owner,5,2354.0,187.4
Honda Amaze E i-Dtech,2016.0,320000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Honda City i DTEC SV,2014.0,590000.0,26000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Maruti Wagon R LXI,2011.0,220000.00000000003,71000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Maruti Baleno Sigma 1.2,2016.0,470000.0,33000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Mahindra Thar CRDe,2018.0,900000.0,20000.0,Diesel,Individual,Manual,First Owner,6,2498.0,105.0
Maruti Swift ZXI,2013.0,475000.0,32000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Mercedes-Benz E-Class E250 CDI Avantgrade,2014.0,1789999.9999999998,40000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,201.1
Mahindra Scorpio LX 2.6 Turbo,2008.0,250000.0,110000.0,Diesel,Individual,Manual,Third Owner,7,2609.0,120.0
Maruti Swift Dzire ZDI,2016.0,725000.0,90503.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Hyundai Elite i20 Sportz Plus Diesel,2019.0,834000.0,13000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.76
Volkswagen Polo Petrol Highline 1.2L,2013.0,376000.0,38000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,73.9
Hyundai Verna 1.4 CRDi,2012.0,400000.0,182000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,88.7
Datsun GO Plus T Option Petrol,2018.0,650000.0,9600.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.0
Tata Nano Lx BSIV,2010.0,65000.0,16000.0,Petrol,Dealer,Manual,First Owner,4,624.0,37.48
Maruti Alto LXi,2007.0,100000.0,70000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Mahindra XUV500 W6 2WD,2014.0,725000.0,80594.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Maruti Alto LX,2006.0,135000.0,30000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Hyundai Grand i10 Sportz,2014.0,400000.0,60000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,82.0
Maruti Baleno Alpha 1.2,2016.0,480000.0,67500.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Hyundai Creta 1.4 E Plus,2018.0,996000.0000000001,35000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Honda City i DTEC VX,2014.0,500000.0,233000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Tata Indigo LS TDI BSIII,2012.0,160000.0,88157.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0
Nissan Sunny Diesel XL,2012.0,390000.0,78917.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8
Hyundai Verna 1.4 VTVT,2018.0,825000.0,11500.0,Petrol,Dealer,Manual,First Owner,5,1396.0,105.5
Hyundai EON Era Plus,2015.0,180000.0,80834.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Tata Nexon 1.2 Revotron XM,2018.0,750000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1198.0,108.5
Volkswagen Polo 2015-2019 1.5 TDI Highline,2016.0,565000.0,86400.0,Diesel,Dealer,Manual,First Owner,5,1498.0,88.0
Hyundai Grand i10 CRDi Magna,2014.0,400000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1120.0,70.0
Tata Manza Aqua Safire,2010.0,150000.0,80000.0,Petrol,Individual,Manual,Third Owner,5,1368.0,90.0
Volkswagen Jetta 1.9 Highline TDI,2011.0,299000.0,39256.0,Diesel,Dealer,Automatic,First Owner,5,1896.0,105.0
Toyota Fortuner 4x4 AT,2015.0,1600000.0,290000.0,Diesel,Individual,Automatic,First Owner,7,2982.0,168.5
Hyundai Xcent 1.2 Kappa AT S Option,2015.0,400000.0,15000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86
Hyundai Verna 1.6 SX VTVT,2013.0,509999.99999999994,97000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Audi A4 3.0 TDI Quattro Premium,2014.0,2100000.0,15000.0,Diesel,Individual,Automatic,First Owner,5,2967.0,241.4
Mercedes-Benz E-Class E250 CDI Avantgarde,2010.0,1350000.0,94000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,203.0
Maruti Alto K10 2010-2014 VXI,2010.0,250000.0,40000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Audi Q3 30 TDI Premium FWD,2017.0,2450000.0,48000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,147.51
Audi Q3 35 TDI Quattro Premium Plus,2015.0,1989999.9999999998,32000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,181.0
Hyundai Santa Fe 4WD AT,2015.0,1300000.0,89258.0,Diesel,Dealer,Automatic,First Owner,7,2199.0,194.3
Hyundai i10 Sportz Option,2012.0,300000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Maruti Swift Dzire AMT VDI,2019.0,855000.0000000001,20000.0,Diesel,Dealer,Automatic,First Owner,5,1248.0,74.02
Maruti Eeco CNG 5 Seater AC BSIV,2019.0,450000.0,10000.0,CNG,Individual,Manual,First Owner,5,1196.0,61.7
Maruti Alto LXi,2007.0,145000.0,17000.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3
Mahindra Bolero ZLX,2015.0,690000.0,59627.0,Diesel,Dealer,Manual,First Owner,7,2523.0,
Maruti Celerio VXI,2014.0,350000.0,23970.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Maruti Alto K10 VXI,2015.0,300000.0,24000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Maruti Alto 800 LXI,2018.0,280000.0,4600.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Honda Jazz 1.2 V AT i VTEC,2019.0,821000.0000000001,7000.0,Petrol,Dealer,Automatic,First Owner,5,1199.0,88.7
Honda CR V 2.4L 4WD AT AVN,2013.0,890000.0,55000.0,Petrol,Dealer,Automatic,First Owner,5,2354.0,187.4
Hyundai Grand i10 Sportz,2016.0,500000.0,13229.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0
Maruti Wagon R LXI Minor,2009.0,135000.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,67.0
Hyundai i20 1.2 Sportz,2016.0,580000.0,27000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Maruti Wagon R VXI,2017.0,409999.99999999994,86000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Nissan Micra XV CVT,2015.0,325000.0,50000.0,Petrol,Individual,Automatic,First Owner,5,1198.0,76.0
Hyundai Santro 2018 New,2007.0,195000.0,32000.0,Petrol,Dealer,Manual,First Owner,5,,
Maruti 800 DX,1998.0,45000.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,4,796.0,37.0
Honda City i VTEC VX,2015.0,750000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3
Honda Brio S MT,2013.0,295000.0,61000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009.0,140000.0,90000.0,Petrol,Individual,Manual,Third Owner,8,,
Honda Amaze S Petrol,2019.0,675000.0,8000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.76
Maruti Wagon R LXI,2015.0,313000.0,68203.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Maruti Swift VDI BSIV,2015.0,425000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Hyundai Santro LP zipPlus,2003.0,68000.0,70000.0,Petrol,Individual,Manual,Second Owner,,,
Maruti Celerio VDi,2016.0,375000.0,61173.0,Diesel,Dealer,Manual,First Owner,5,793.0,47.0
Maruti Ertiga ZXI Plus,2017.0,825000.0,24000.0,Petrol,Dealer,Manual,First Owner,7,1462.0,103.26
Mahindra XUV500 AT W6 1.99 mHawk,2016.0,975000.0,54000.0,Diesel,Individual,Automatic,First Owner,7,1997.0,140.0
Maruti Vitara Brezza ZDi Plus,2018.0,900000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Skoda Fabia 1.2 MPI Active Plus,2012.0,250000.0,44000.0,Petrol,Individual,Manual,First Owner,5,1198.0,75.0
Tata Indigo LX,2009.0,85000.0,80000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,70.0
Hyundai Verna 1.6 SX VTVT,2016.0,725000.0,40125.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Maruti Ertiga VDI,2013.0,625000.0,160000.0,Diesel,Individual,Manual,Third Owner,7,1248.0,88.76
Maruti Swift Dzire VDI,2015.0,575000.0,87194.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.02
Maruti Baleno Delta 1.2,2017.0,550000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Volkswagen Polo 2015-2019 GT TSI,2017.0,750000.0,35000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.5
Honda City 2017-2020 GXi,2008.0,190000.0,75000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,78.0
Maruti Swift LXi BSIV,2009.0,220000.00000000003,63000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.0
Chevrolet Aveo U-VA 1.2 LS,2008.0,125000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1150.0,74.9
Ford Figo Diesel Celebration Edition,2013.0,250000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.1
Toyota Etios GD,2016.0,625000.0,115000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,67.05
Maruti Swift Dzire VXI,2014.0,475000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Maruti Ertiga ZDI,2019.0,1064000.0,20000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5
Mahindra Scorpio 1.99 S10,2015.0,1250000.0,70000.0,Diesel,Individual,Manual,First Owner,7,1997.0,120.0
Maruti Swift Lxi BSIII,2009.0,210000.0,65000.0,Petrol,Dealer,Manual,First Owner,5,1298.0,88.2
Maruti Ertiga ZDI,2014.0,570000.0,80000.0,Diesel,Individual,Manual,Second Owner,7,1248.0,88.8
Datsun RediGO S,2017.0,280000.0,40000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.64
Maruti Ignis 1.2 Delta BSIV,2018.0,491000.0,10415.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Maruti Ritz ZXI,2010.0,261000.0,41000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Renault Duster 85PS Diesel RxL,2016.0,575000.0,52000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8
Maruti Eeco CNG 5 Seater AC,2010.0,229999.99999999997,106000.0,CNG,Dealer,Manual,First Owner,5,1196.0,61.7
Chevrolet Beat Diesel,2012.0,135000.0,49000.0,Diesel,Individual,Manual,Third Owner,5,936.0,57.6
Tata Nano XTA,2016.0,235000.0,17000.0,Petrol,Dealer,Automatic,First Owner,4,624.0,37.48
Toyota Etios G,2011.0,285000.0,61000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,88.73
Tata Indica eLX,2011.0,250000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0
Maruti Wagon R AMT VXI,2018.0,550000.0,27000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0
Hyundai EON Magna Plus,2015.0,280000.0,60000.0,Petrol,Individual,Manual,Second Owner,5,814.0,55.2
Honda City i DTEC VX Option,2015.0,787000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Hyundai i20 Active 1.4 S,2017.0,650000.0,65000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Maruti Swift VXI,2017.0,550000.0,10000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Hyundai i10 Magna,2012.0,219000.0,38452.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Tata Indica Vista Terra 1.2 Safire,2009.0,90000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1172.0,65.0
Skoda Superb Elegance 2.0 TDI CR AT,2012.0,500000.0,75000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,138.1
Honda City i-DTEC ZX,2017.0,990000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1498.0,97.9
Maruti Swift VXI,2018.0,530000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Maruti SX4 S Cross DDiS 200 Sigma Option,2016.0,690000.0,55000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Honda Mobilio V Option i DTEC,2014.0,475000.0,43000.0,Diesel,Dealer,Manual,First Owner,7,1498.0,98.6
Maruti Wagon R LXI,2000.0,40000.0,80000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Mercedes-Benz E-Class E350 CDI Elegance,2010.0,1850000.0,82000.0,Diesel,Dealer,Automatic,First Owner,5,2987.0,210.0
Maruti Swift LDI,2013.0,370000.0,90000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0
Mahindra Alturas G4 4X4 AT BSIV,2018.0,2400000.0,13000.0,Diesel,Individual,Automatic,First Owner,7,2157.0,178.49
Toyota Camry 2.5 G,2015.0,1550000.0,73000.0,Petrol,Dealer,Automatic,First Owner,5,2494.0,178.3
Hyundai Grand i10 Sportz,2016.0,360000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0
Toyota Innova 2.5 G4 Diesel 7-seater,2011.0,560000.0,76325.0,Diesel,Dealer,Manual,First Owner,7,2494.0,102.0
Maruti Swift VDI BSIV,2014.0,334000.0,112795.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Ford Figo Petrol LXI,2010.0,180000.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1196.0,70.0
Maruti Ciaz ZXi,2017.0,675000.0,54552.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011.0,640000.0,50000.0,Diesel,Individual,Manual,First Owner,7,2494.0,102.0
Ford Ikon 1.8 D,2005.0,130000.0,90000.0,Diesel,Individual,Manual,Third Owner,,,
Maruti Wagon R LXI CNG,2018.0,390000.0,40000.0,CNG,Individual,Manual,First Owner,5,998.0,58.16
Mahindra Thar 4X2,2012.0,153000.0,15000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0
Maruti Swift Dzire VDI,2014.0,450000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Ertiga BSIV VXI AT,2016.0,765000.0,68500.0,Petrol,Dealer,Automatic,First Owner,7,1373.0,91.1
Maruti Wagon R VXI BS IV,2012.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Chevrolet Tavera Neo LS B3 - 10 seats BSIII,2011.0,350000.0,120000.0,Diesel,Individual,Manual,Second Owner,10,2499.0,80.0
Tata Indigo LX,2010.0,134000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0
Tata Tigor 2017-2020 XZ Plus,2019.0,530000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1199.0,83.81
Maruti Swift Dzire AMT VDI,2019.0,800000.0,15000.0,Diesel,Individual,Automatic,First Owner,5,1248.0,74.02
Chevrolet Beat Diesel LT,2014.0,185000.0,90000.0,Diesel,Individual,Manual,Second Owner,5,936.0,56.3
Ford Figo Diesel Titanium,2011.0,150000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0
Maruti Swift Dzire VDI,2016.0,560000.0,42037.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.02
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,950000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96
Maruti Swift Dzire VDI,2015.0,509999.99999999994,61000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1525000.0,42163.0,Diesel,Dealer,Automatic,Second Owner,7,2755.0,171.5
Maruti Baleno Zeta 1.2,2018.0,520000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Mahindra XUV500 W10 2WD,2015.0,850000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Tata Indica Vista Aqua 1.4 TDI,2011.0,140000.0,200000.0,Diesel,Individual,Manual,Second Owner,5,1405.0,71.0
Mahindra Xylo E4 BS IV,2013.0,425000.0,54000.0,Diesel,Dealer,Manual,First Owner,7,2498.0,112.0
Hyundai Verna 1.6 SX CRDi (O),2011.0,434999.99999999994,54000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32
Mahindra Scorpio SLE BSIV,2014.0,745000.0,98000.0,Diesel,Dealer,Manual,First Owner,8,2179.0,120.0
Maruti Swift Dzire AMT ZXI Plus,2019.0,750000.0,6500.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.8
Maruti Ciaz 1.3 Delta,2017.0,725000.0,38629.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Hyundai Creta 1.6 VTVT AT SX Plus,2016.0,1095000.0,37000.0,Petrol,Dealer,Automatic,First Owner,5,1591.0,121.3
Hyundai Xcent 1.2 Kappa Base,2014.0,440000.00000000006,74373.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0
Hyundai i20 1.4 CRDi Asta,2012.0,475000.0,79975.0,Diesel,Dealer,Manual,First Owner,5,1396.0,90.0
Chevrolet Beat LT,2011.0,120000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1199.0,79.4
Chevrolet Spark 1.0 PS,2010.0,125000.0,70000.0,Petrol,Individual,Manual,First Owner,5,995.0,63.0
Maruti Ertiga SHVS ZDI,2017.0,780000.0,66000.0,Diesel,Individual,Manual,Second Owner,7,1248.0,88.5
Datsun GO Plus A Option Petrol,2018.0,530000.0,65000.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.05
Maruti Wagon R LXI Optional,2016.0,325000.0,40000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Tata Zest AMT Quadrajet 1.3 XTA,2018.0,750000.0,40000.0,Diesel,Individual,Automatic,First Owner,5,1248.0,88.7
Volkswagen Vento 1.5 TDI Highline AT,2016.0,1000000.0,60000.0,Diesel,Individual,Automatic,First Owner,5,1498.0,108.6
Tata Indica DLS BSIII,2011.0,150000.0,32000.0,Diesel,Individual,Manual,First Owner,5,1405.0,48.21
Hyundai i20 Petrol Spotz,2019.0,660000.0,4800.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Mercedes-Benz M-Class ML 350 CDI,2013.0,3600000.0,50000.0,Diesel,Individual,Automatic,First Owner,5,2987.0,254.8
Maruti Swift VDI BSIV,2008.0,229999.0,50000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,74.0
Hyundai Grand i10 1.2 Kappa Magna AT,2018.0,480000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86
Maruti 800 Uniq,2010.0,60000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,5,796.0,37.5
Hyundai Verna Transform VGT CRDi,2010.0,195000.0,120000.0,Diesel,Individual,Manual,Second Owner,5,1493.0,110.0
Maruti Celerio ZXI Optional,2014.0,415000.0,46000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Toyota Corolla AE,2006.0,185000.0,50000.0,Petrol,Dealer,Manual,First Owner,5,1794.0,125.0
Hyundai Verna 1.4 EX,2013.0,490000.00000000006,59000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.7
Maruti Swift DDiS VDI,2015.0,425000.0,73000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Toyota Innova 2.5 ZX Diesel 7 Seater,2015.0,1300000.0,270000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.6
Maruti Ignis 1.2 AMT Zeta BSIV,2019.0,630000.0,8664.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8
Mahindra Scorpio 1.99 S6 Plus,2015.0,900000.0,80000.0,Diesel,Individual,Manual,First Owner,7,1997.0,120.0
Maruti Alto K10 2010-2014 VXI,2011.0,260000.0,72000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Tata Tiago 1.2 Revotron XT,2016.0,450000.0,13552.0,Petrol,Dealer,Manual,First Owner,5,1199.0,84.0
Hyundai Verna 1.6 SX VTVT (O),2019.0,1035000.0,6500.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3
Hyundai i20 1.4 Magna AT,2018.0,671000.0,20000.0,Petrol,Individual,Automatic,First Owner,5,1368.0,98.63
Mahindra Bolero B4,2015.0,561000.0,42135.0,Diesel,Dealer,Manual,First Owner,7,1498.0,74.96
Maruti Swift Dzire VDI,2015.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Honda Amaze S i-Vtech,2015.0,450000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7
Chevrolet Spark 1.0 LS,2011.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,5,995.0,62.0
Maruti Swift Dzire LXi,2011.0,250000.0,62000.0,Petrol,Dealer,Manual,First Owner,5,1298.0,85.8
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,1100000.0,21000.0,Diesel,Individual,Automatic,First Owner,5,1582.0,126.2
BMW 3 Series 320d Sport Line,2012.0,1100000.0,91000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0
Skoda Rapid 1.6 TDI Elegance,2014.0,530000.0,36000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.5
Hyundai EON Magna Plus Option,2016.0,315000.0,9800.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Maruti 800 AC BSII,2006.0,60000.0,40000.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0
Maruti Alto K10 2010-2014 VXI,2011.0,210000.0,72715.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti Ertiga VDI,2015.0,565000.0,110000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76
Maruti Swift Dzire ZXI Plus,2019.0,775000.0,22000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Honda City i VTEC V,2014.0,575000.0,59250.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3
Ford Figo Aspire 1.5 TDCi Titanium,2017.0,700000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Maruti Wagon R VXI,2010.0,250000.0,80875.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti Swift Dzire VXI 1.2,2017.0,600000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,1275000.0,71000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,100.6
Maruti Swift Dzire VXI,2014.0,560000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016.0,620000.0,120000.0,Diesel,Individual,Manual,First Owner,10,2499.0,72.4
Honda City 1.5 S AT,2008.0,375000.0,40000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,116.4
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2018.0,3000000.0,60000.0,Diesel,Individual,Automatic,First Owner,7,2755.0,174.5
Honda Amaze S i-Dtech,2013.0,325000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Tata Sumo SE Plus BSII,1999.0,75000.0,100000.0,Diesel,Individual,Manual,First Owner,10,1948.0,68.0
Renault KWID 1.0 RXT AMT BSIV,2019.0,448000.00000000006,10000.0,Petrol,Individual,Automatic,First Owner,5,999.0,67.0
Maruti Baleno Delta CVT,2019.0,550000.0,40000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.8
Toyota Corolla Executive (HE),2006.0,500000.0,100000.0,Petrol,Individual,Manual,First Owner,5,1794.0,125.0
Honda City i-DTEC VX,2019.0,1110000.0,10500.0,Diesel,Individual,Manual,First Owner,5,1498.0,97.9
Honda City 1.5 S MT,2010.0,335000.0,86000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0
Maruti Baleno Delta,2017.0,545000.0,35092.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Datsun GO T,2014.0,315000.0,34540.0,Petrol,Dealer,Manual,First Owner,5,1198.0,67.05
Hyundai i20 Asta Option 1.2,2019.0,880000.0000000001,14000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83
Maruti Swift Vdi BSIII,2007.0,120000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,75.0
Maruti Alto K10 VXI,2015.0,260000.0,40000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Mahindra XUV500 W11 BSIV,2019.0,1667000.0000000002,20000.0,Diesel,Individual,Manual,First Owner,7,2179.0,152.87
Mahindra Scorpio S5 BSIV,2018.0,1200000.0,35000.0,Diesel,Individual,Manual,First Owner,7,2179.0,120.0
BMW 3 Series 320d Corporate Edition,2011.0,850000.0,51000.0,Diesel,Dealer,Automatic,First Owner,4,1995.0,181.0
Hyundai i20 1.4 Sportz,2015.0,565000.0,39838.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Tata Nexon 1.5 Revotorq XM,2018.0,835000.0,16000.0,Diesel,Dealer,Manual,First Owner,5,1497.0,108.5
Honda WR-V i-DTEC VX,2017.0,775000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
